candidate_id,name,business_name,dba,full_premise_address,city,state,zip,permit_numbers,permit_count,classification,classification_reason,current_operating_status,operator_url,evidence_url,source_name,source_url,retrieval_date,exact_registry_reference,notes
ca-ttb-66bf1abce536,Seven Stills Brewery and Distillery,"SEVEN STILLS, LLC",Seven Stills Brewery and Distillery,"1562 N SANTA FE AVE, VISTA, CA, 92083",VISTA,CA,92083,CA-S-20269,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20269,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-681f8d74b021,Desert Distilling,DESERT DISTILLING INC.,Desert Distilling,"34300 GATEWAY DR STE 100, PALM DESERT, CA, 92211",PALM DESERT,CA,92211,CA-S-20051,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20051,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-68230093b34e,"THE TRIPP DISTILLERY, LLC","THE TRIPP DISTILLERY, LLC",,"1121 PALMETTO AVE, PACIFICA, CA, 94044",PACIFICA,CA,94044,CA-S-20149,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20149,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-684fadfab517,AMERICAN CRAFT WHISKEY DISTILLERY,"TAMAR DISTILLERY, INC.",AMERICAN CRAFT WHISKEY DISTILLERY,"1110 BEL ARBRES DR #D, REDWOOD VALLEY, CA, 95470",REDWOOD VALLEY,CA,95470,CA-S-15091,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-15091,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-685aca517f5e,DENNY BAR COMPANY LLC,DENNY BAR COMPANY LLC,,"511 MAIN ST, ETNA, CA, 96027",ETNA,CA,96027,CA-S-20163,1,production_site,"Denny Bar Company is a craft distillery, restaurant, and bar at 511 Main St, Etna, CA, with on-site production evidence including distillery tours and a dedicated distilling facility.",open,https://www.dennybarcompany.com/,https://www.dennybarcompany.com/distillery.html,Denny Bar Co. Official Website,https://www.dennybarcompany.com/,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20163,"The site operates as a combined distillery, restaurant, and bar; on-site production is confirmed via the operator's website offering distillery tours and tasting of craft spirits. Official ABC exact-premise match: Type 06 file 00570989 (DENNY BAR COMPANY LLC / DENNY BAR COMPANY); Type 74 file 00570989 (DENNY BAR COMPANY LLC / DENNY BAR COMPANY)."
ca-ttb-689ff3b5e188,SIDDIQUI RUMS CORPORATION,SIDDIQUI RUMS CORPORATION,,"5900 PRUITT AVE UNIT 404, WINDSOR, CA, 95492",WINDSOR,CA,95492,CA-S-20146,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20146,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-694de5d0bedc,"JPB ROCKIN RUM, LLC","JPB ROCKIN RUM, LLC",,"2525 PIONEER AVE UNIT 3, VISTA, CA, 92081",VISTA,CA,92081,CA-S-20197,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20197,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-698490ec9f93,"BLINKING OWL DISTILLERY, LLC","BLINKING OWL DISTILLERY, LLC",,"802 E WASHINGTON AVE, SANTA ANA, CA, 92701",SANTA ANA,CA,92701,CA-S-20119,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20119,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-6a728ec02e4d,STAGLIN FAMILY VINEYARD LLC,STAGLIN FAMILY VINEYARD LLC,,"1570 BELLA OAKS LN, RUTHERFORD, CA, 94573",RUTHERFORD,CA,94573,CA-S-15010,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-15010; California ABC Daily Data Export: 00409345 (02),Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00409345 (STAGLIN FAMILY VINEYARD LLC / STAGLIN FAMILY VINEYARD).
ca-ttb-6af2032314df,TREFETHEN VINEYARDS,"TREFETHEN FAMILY WINERY, LLC",TREFETHEN VINEYARDS,"1160 OAK KNOLL AVE, NAPA, CA, 94558",NAPA,CA,94558,CA-S-15151,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15151; California ABC Daily Data Export: 00566432, 00672329 (02, 06)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00566432 (TREFETHEN FAMILY WINERY  LLC / TREFETHEN FAMILY VINEYARDS); Type 02 file 00566432 (TREFETHEN FAMILY WINERY  LLC / TREFETHEN FAMILY VINEYARDS); Type 02 file 00672329 (MATTHIASSON FAMILY VINEYARDS  LLC / MATTHIASSON FAMILY VINEYARDS  LLC).
ca-ttb-6c68b7da25f2,"UBLENDIT, INC.","UBLENDIT, INC.",,"440 KINGS VILLAGE RD BLDG 8 STE 8-2A & 8-2, SCOTTS VALLEY, CA, 95066",SCOTTS VALLEY,CA,95066,CA-S-20386,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20386,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-6cfec168596c,Helms Brewing Company,"HELM'S BREWING COMPANY, LLC",Helms Brewing Company,"5640 KEARNY MESA RD STE C, SAN DIEGO, CA, 92111",SAN DIEGO,CA,92111,CA-S-20285,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20285,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-6d959a49845c,The St. Barts Spirit Company,ST. BARTS SPIRIT COMPANY,The St. Barts Spirit Company,"201 DEVLIN RD, NAPA, CA, 94558",NAPA,CA,94558,CA-S-20297,1,bottling_only,Official California ABC export shows matching active manufacturer-agent/rectifier privileges but no matching active distilled-spirits production licence.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20297; California ABC Daily Data Export: 00602202 (05, 12)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 05 file 00602202 (THE ST. BARTS SPIRIT COMPANY / THE ST BARTS SPIRIT COMPANY); Type 12 file 00602202 (THE ST. BARTS SPIRIT COMPANY / THE ST BARTS SPIRIT COMPANY).
ca-ttb-6dd2e38a1add,OPOLO WINES,"OPOLO WINES, LP, OPOLO MANAGEMENT LLC, GP",OPOLO WINES,"7110 VINEYARD DR, PASO ROBLES, CA, 93446",PASO ROBLES,CA,93446,CA-S-15136,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15136; California ABC Daily Data Export: 00486859 (02, 06, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00486859 (OPOLO WINES L-PSHIP / OPOLO); Type 02 file 00486859 (OPOLO WINES L-PSHIP / OPOLO); Type 74 file 00486859 (OPOLO WINES L-PSHIP / OPOLO).
ca-ttb-6e332d5315a1,THE GOLD BAR SPIRITS COMPANY INC.,THE GOLD BAR SPIRITS COMPANY INC.,,"750 6TH ST STE G, SAN FRANCISCO, CA, 94130",SAN FRANCISCO,CA,94130,CA-S-20277,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20277,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-6e40d428aae5,NAPA CRU LLC,NAPA CRU LLC,,"1735 ACTION AVE STE B, NAPA, CA, 94559",NAPA,CA,94559,CA-S-20466,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20466,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-6e520dd4cf7f,J. LOHR WINERY CORPORATION,J. LOHR WINERY CORPORATION,,"6169 AIRPORT RD, PASO ROBLES, CA, 93446",PASO ROBLES,CA,93446,CA-S-341,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-341; California ABC Daily Data Export: 00297429 (02, 06)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00297429 (J. LOHR WINERY CORPORATION / J LOHR WINERY); Type 02 file 00297429 (J. LOHR WINERY CORPORATION / J LOHR WINERY).
ca-ttb-6fac1ee7cc6c,Goleta Red Distilling Company,REDHEAD SPIRITS LLC,Goleta Red Distilling Company,"93 CASTILIAN DR, GOLETA, CA, 93117",GOLETA,CA,93117,CA-S-20173,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20173,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-6fb94c1abed7,Pono Pacific Kitchen,PONO PACIFIC KITCHEN LLC,Pono Pacific Kitchen,"214 W GRAND AVE STE C, GROVER BEACH, CA, 93433",GROVER BEACH,CA,93433,CA-S-20533,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20533; California ABC Daily Data Export: 00655702 (06, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00655702 (PONO PACIFIC KITCHEN LLC / PONO PACIFIC KITCHEN); Type 74 file 00655702 (PONO PACIFIC KITCHEN LLC / PONO PACIFIC KITCHEN).
ca-ttb-70c312ca344f,"SPIRIT GUIDES, INC.","SPIRIT GUIDES, INC.",,"1431 TRUMAN ST STE J, SAN FERNANDO, CA, 91340",SAN FERNANDO,CA,91340,CA-S-20488,1,bottling_only,Official California ABC export shows matching active manufacturer-agent/rectifier privileges but no matching active distilled-spirits production licence.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20488; California ABC Daily Data Export: 00648910 (07),Automated exact premise plus owner/DBA-token match in official ABC export: Type 07 file 00648910 (SPIRIT GUIDES  INC. / SPIRIT GUIDES).
ca-ttb-70c70a097491,Fall,"BREWERY AT THE TOP OF THE MOUNTAIN, LLC",Fall,"9550 DISTRIBUTION AVE, SAN DIEGO, CA, 92121",SAN DIEGO,CA,92121,CA-S-20583,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20583; California ABC Daily Data Export: 00646899 (02, 06, 12, 23, 74, 77, 91)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 23 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY); Type 02 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY); Type 06 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY); Type 12 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY); Type 77 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY); Type 91 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY); Type 74 file 00646899 (BREWERY AT THE TOP OF THE MOUNTAIN LLC / FALL BREWING COMPANY).
ca-ttb-719c8b6e803e,Heads and Tails Barbecue,HEADS AND TAILS BARBECUE LLC,Heads and Tails Barbecue,"2121 SAN PABLO AVE, BERKELEY, CA, 94702",BERKELEY,CA,94702,CA-S-20497,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20497; California ABC Daily Data Export: 00656619 (06, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00656619 (HEADS AND TAILS BARBECUE LLC / HEADS AND TAILS BARBECUE); Type 74 file 00656619 (HEADS AND TAILS BARBECUE LLC / HEADS AND TAILS BARBECUE).
ca-ttb-71ec5e4a4c76,THE CRAC BREWERY AND GRUB LLC,THE CRAC BREWERY AND GRUB LLC,,"117 E 162ND ST, GARDENA, CA, 90248",GARDENA,CA,90248,CA-S-20329,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20329,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-7298b5621b47,PREVAIL WINERY,"FOLEY FAMILY WINES, INC.",PREVAIL WINERY,"2450 HIGHWAY 128, GEYSERVILLE, CA, 95441",GEYSERVILLE,CA,95441,CA-S-20336,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20336; California ABC Daily Data Export: 00618776 (02, 06)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00618776 (FOLEY FAMILY WINES  INC. / PREVAIL WINERY); Type 02 file 00618776 (FOLEY FAMILY WINES  INC. / PREVAIL WINERY).
ca-ttb-729ba44df580,"BIG BRANDS ALCOHOLIC CO PACKING, LLC","BIG BRANDS ALCOHOLIC CO PACKING, LLC",,"490 3RD ST, LAKE ELSINORE, CA, 92530",LAKE ELSINORE,CA,92530,CA-S-20353,1,bottling_only,Official California ABC export shows matching active manufacturer-agent/rectifier privileges but no matching active distilled-spirits production licence.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20353; California ABC Daily Data Export: 00624310 (07, 09, 23)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 07 file 00624310 (BIG BRANDS ALCOHOLIC CO PACKING  LLC / ); Type 23 file 00624310 (BIG BRANDS ALCOHOLIC CO PACKING  LLC / ); Type 09 file 00624310 (BIG BRANDS ALCOHOLIC CO PACKING  LLC / ).
ca-ttb-72b98908e9c8,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO","BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO",,"1400 HIGHWAY 175, HOPLAND, CA, 95449",HOPLAND,CA,95449,CA-S-15137,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15137; California ABC Daily Data Export: 00361601 (02, 06, 14, 81)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 14 file 00361601 (BRUTOCAO CELLARS / BRUTOCAO CELLARS); Type 02 file 00361601 (BRUTOCAO CELLARS / BRUTOCAO CELLARS); Type 06 file 00361601 (BRUTOCAO CELLARS / BRUTOCAO CELLARS); Type 81 file 00361601 (BRUTOCAO CELLARS / BRUTOCAO CELLARS).
ca-ttb-741e01caa5e2,COLD COCKED BEVERAGE COMPANY,COLD COCKED BEVERAGES LLC,COLD COCKED BEVERAGE COMPANY,"2020 DENNISON ST STE 11, OAKLAND, CA, 94606",OAKLAND,CA,94606,CA-S-15090,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-15090,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-745064f61274,Joseph Cellars Winery,"J. CELLARS INVESTMENTS, LLC",Joseph Cellars Winery,"4455 N ST HELENA HWY, CALISTOGA, CA, 94515",CALISTOGA,CA,94515,CA-S-20433,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20433,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-7455287e520e,WENTE BROS.,WENTE BROS.,,"5565 TESLA RD, LIVERMORE, CA, 94550",LIVERMORE,CA,94550,CA-S-338,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-338; California ABC Daily Data Export: 00016581 (02, 81)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00016581 (WENTE BROS. / WENTE VINEYARDS); Type 81 file 00016581 (WENTE BROS. / WENTE VINEYARDS).
ca-ttb-751abc631f0d,Alamitos Vineyards,"ALAMITOS VINEYARDS, INC.",Alamitos Vineyards,"23505 ALAMITOS RD, SAN JOSE, CA, 95120",SAN JOSE,CA,95120,CA-S-20354,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20354; California ABC Daily Data Export: 00617992 (02, 06)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00617992 (ALAMITOS VINEYARDS INC / ALAMITOS VINEYARDS); Type 06 file 00617992 (ALAMITOS VINEYARDS INC / ALAMITOS VINEYARDS).
ca-ttb-770581ba2e0d,"LONGCREAUX DISTILLING CO., LLC","LONGCREAUX DISTILLING CO., LLC",,"12807 LONE STAR RD, AUBURN, CA, 95602",AUBURN,CA,95602,CA-S-20179,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20179; California ABC Daily Data Export: 00616271 (06, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00616271 (LONGCREAUX DISTILLING CO LLC / LONGCREAUX DISTILLING CO); Type 74 file 00616271 (LONGCREAUX DISTILLING CO LLC / LONGCREAUX DISTILLING CO).
ca-ttb-78801922f7ea,"Barrel Brothers Brewing Company, LLC","BARREL BROTHERS BREWING COMPANY, LLC","Barrel Brothers Brewing Company, LLC","399 BUSINESS PARK CT STE 506, WINDSOR, CA, 95492",WINDSOR,CA,95492,CA-S-20323,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20323,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-78c07792eca8,Lompoc Wine Factory,STEPHEN BRIDGE,Lompoc Wine Factory,"321 D ST, LOMPOC, CA, 93436",LOMPOC,CA,93436,CA-S-20271,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20271,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-7928f7b95693,"SNOW-LINE ORCHARD, LLC","SNOW-LINE ORCHARD, LLC",,"39400 OAK GLEN RD, YUCAIPA, CA, 92399",YUCAIPA,CA,92399,CA-S-20133,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20133,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-7975cbcec5c0,NEW DIRECTION FOODS INC.,NEW DIRECTION FOODS INC.,,"16321 GOTHARD ST STE D, HUNTINGTON BEACH, CA, 92647",HUNTINGTON BEACH,CA,92647,CA-S-20196,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20196,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-7a82c09c3631,CALIFORNIA NATURAL PRODUCTS,CALIFORNIA NATURAL PRODUCTS,,"1250 E LATHROP RD, LATHROP, CA, 95330",LATHROP,CA,95330,CA-S-15095,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-15095,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-7bba5121bef6,"JEWELL DISTILLERY, INC.","JEWELL DISTILLERY, INC.",,"120 MONDA WAY UNIT C, BLUE LAKE, CA, 95525",BLUE LAKE,CA,95525,CA-S-20102,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20102,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
